"date","country_code","admin1","city","gender","type","impact","mood","theme","perspective","recurring","lucidity","keywords","sentiment_neg","sentiment_neu","sentiment_pos","valence_mean","arousal_mean","dominance_mean","emotions_top3","year","month","mean_rad","max_rad","sum_rad","data_type","year_month"
2025-02-27,"CA","ON","Mississauga",NA,"existential","high","sadness","arguing with friends or family","shifting","no","none","friends, school, awkward, annoyed, argument",0.49597,0.45304,0.05099,5.551,4,5.496,"confusion:0.13603922072798014, annoyance:0.1204735399223864, anger:0.09003648860380054",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-27,"CA","ON","Mississauga",NA,"standard","low","amusement","achieving a desire/goal","3rd person","no","none","graduation, outdoor, pictures, ceremony, beyoncé",0.14801,0.18873,0.66326,6.243,4.037,5.622,"excitement:0.12185402074828744, annoyance:0.07303349340024094, realization:0.049295776057988405",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-27,"CA","ON","Mississauga",NA,"standard","moderate","excitement","reconnecting with people","shifting","no","none","years, talked",0.1864,0.61533,0.19827,5.993,3.856,5.653,"surprise:0.10735223162919284, confusion:0.08570185117423534, realization:0.076767573133111",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-27,"CA","ON","Mississauga",NA,"standard","low","curiosity","gaining from unexpected opportunities","shifting","content","none","prizes, house, computer, questions, announcing",0.10747,0.7721,0.12043,5.861,4.048,5.675,"curiosity:0.0906490365810254, realization:0.07763775777729119, caring:0.06729982442715589",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-28,"CA","ON","Mississauga","Man","negative","high","anxiety","being at school or studying","1st person","no","none","scary, dream, school, failed, degree",0.86083,0.13064,0.00852,5.635,3.734,5.582,"confusion:0.17332927137613297, fear:0.15189860993996265, nervousness:0.10803031548857688",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-28,"CA","ON","Mississauga",NA,"standard","low","confusion","visiting another planet, world, moon","shifting","no","none","door, closet",0.28584,0.63283,0.08133,5.556,3.76,5.424,"confusion:0.1172744520008564, curiosity:0.09099648520350456, surprise:0.07666709944605828",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-28,"CA","ON","Mississauga",NA,"standard","low","acceptance","traveling or vacation","1st person","no","none","bus, disagreement, sat, nap",0.28189,0.63765,0.08047,5.933,3.842,5.612,"confusion:0.13027295656502247, disapproval:0.09724825294688344, curiosity:0.05830990429967642",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-28,"CA","ON","Mississauga","Woman","negative","low","worry","violent animals","1st person","no","partial","pigs, bison, foot, worried, bite",0.22337,0.69208,0.08454,5.708,3.848,5.639,"excitement:0.07942010803769033, annoyance:0.0701948485026757, nervousness:0.0677890032529831",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-28,"CA","ON","Mississauga",NA,"standard","low","adventurous","performing incredible physical feats","1st person","no","none","backpacking, europe, scenic, adventure",0.33756,0.58166,0.08078,6.512,3.954,5.758,"desire:0.17280899360775948, excitement:0.07061715237796307, confusion:0.07022490166127682",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-28,"CA","ON","Mississauga",NA,"standard","low","guilt","being or feeling out of place","shifting","no","none","store, cousin, youngest, throwing, fit",0.23904,0.47117,0.28978,6.082,3.876,5.677,"excitement:0.09747582798202832, caring:0.06142376114924749, curiosity:0.05685932049527764",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-03-01,"CA","ON","Mississauga",NA,"negative","high","fear","someone else killed or dying","shifting","no","none","missing, girl, skeletons, human, hunted",0.52188,0.45524,0.02288,5.494,4.276,5.285,"confusion:0.09156372941409548, desire:0.08446232959007223, surprise:0.06943351464966933",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-01,"CA","ON","Mississauga","Woman","standard","moderate","admiration","falling or being about to fall","1st person","no","none","fell, fence, neighbor, pets”, wow",0.23251,0.5937,0.1738,5.809,3.84,5.665,"curiosity:0.1137740660745364, excitement:0.089375493188317, surprise:0.08797333332208487",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-01,"CA","ON","Mississauga",NA,"existential","moderate","longing","being lost","shifting","theme","none","staircase, vents, navigate, students, walls",0.1958,0.6289,0.17529,5.809,3.844,5.648,"excitement:0.0773337208000677, confusion:0.06900758166531366, curiosity:0.06836847481983048",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-01,"CA","ON","Mississauga",NA,"negative","low","annoyance","being locked up or imprisoned","1st person","no","partial","brother, bothering, leave, upset, yelling",0.80718,0.17841,0.01441,5.516,4.042,5.415,"annoyance:0.20501277297735215, anger:0.1350334733724594, nervousness:0.0669479187577963",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-01,"CA","ON","Mississauga",NA,"negative","low","fear","apocalypse or post apocalypse","shifting","no","partial","rising, water, crumble",0.30958,0.62359,0.06684,5.774,3.885,5.428,"excitement:0.1048615537583828, confusion:0.07670395821332932, surprise:0.071235541254282",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-01,"CA","ON","Mississauga","Woman","negative","high","fear","being paralyzed by fear","1st person","no","none","stress",0.23432,0.69866,0.06702,5.809,3.914,5.402,"nervousness:0.1150495782494545, confusion:0.0986785317460696, surprise:0.07245160918682814",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-02,"CA","ON","Mississauga",NA,"positive","moderate","euphoria","being at work or working","3rd person","no","none","train, conductor, hills, countryside, mist",0.01449,0.63364,0.35187,5.999,3.641,5.651,"curiosity:0.08554342233886321, caring:0.08004454026619594, realization:0.07776069641113281",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-02,"CA","ON","Mississauga",NA,"standard","low","abandoned","being at school or studying","1st person","no","none","forgot, wake, fast, upset, family",0.70341,0.27774,0.01885,5.737,4.105,5.478,"sadness:0.13543930991242328, disappointment:0.1061150413006544, remorse:0.0980729063351949",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-02,"CA","ON","Mississauga","Woman","standard","low","adventurous","visiting another planet, world, moon","3rd person","no","partial","cat, container, flower, girlfriend",0.358,0.46113,0.18087,5.863,3.86,5.668,"approval:0.07690407633781433, realization:0.07194598168134689, excitement:0.07174820862710476",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-02,"CA","ON","Mississauga",NA,"standard","low","excitement","visiting another planet, world, moon","shifting","no","none","garden, small, creature",0.04773,0.65988,0.2924,6.175,3.95,5.69,"surprise:0.09577188175171614, curiosity:0.09181088209152222, confusion:0.08724721474573016",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-02,"CA","ON","Mississauga","Woman","existential","moderate","sadness","being neglectful or neglected","1st person","no","total","basement, locked, scary",0.48287,0.43987,0.07726,5.672,4.052,5.439,"confusion:0.08592630105300082, sadness:0.06226312115581499, grief:0.05996467245535718",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-03,"CA","ON","Mississauga",NA,"negative","low","fear","being killed","shifting","no","none","houes, prisoner, pistol, stabbed, dead",0.36602,0.58086,0.05312,5.417,3.877,5.423,"confusion:0.09240129720419646, curiosity:0.08655385877937079, anger:0.08106487821787596",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-03,"CA","ON","Mississauga",NA,"standard","low","annoyance","losing something important","shifting","no","none","word, panicking",0.4278,0.50541,0.06678,5.666,3.87,5.633,"confusion:0.2028435990214348, nervousness:0.08399642296135426, disappointment:0.0726520087569952",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-03,"CA","ON","Mississauga",NA,"standard","low","anxiety","being at work or working","1st person","no","none","work, late, clothes, gone, puddle",0.44225,0.44484,0.11291,5.7,4.009,5.557,"confusion:0.08808528468944132, realization:0.070323541527614, excitement:0.06807225849479437",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-03,"CA","ON","Mississauga","Woman","positive","low","contentment","being at a movie or theater","1st person","no","partial","nostalgic, movie",0.02057,0.59434,0.38509,6.276,4.1,5.424,"excitement:0.11075890064239502, desire:0.08620372489094734, curiosity:0.08240630105137825",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-03,"CA","ON","Mississauga",NA,"standard","low","confusion","being in nature","3rd person","no","none","walking, park",0.00948,0.89406,0.09646,6.442,3.617,5.646,"confusion:0.217583030462265, realization:0.08328520506620407, nervousness:0.07013259828090668",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-03,"CA","ON","Mississauga","Woman","negative","moderate","abandoned","falling or being about to fall","1st person","no","none","stairs",0.4594,0.48735,0.05325,5.435,4.007,5.189,"disappointment:0.09701176919043064, excitement:0.08013113370786111, confusion:0.0782651777068774",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-03,"CA","ON","Mississauga","Woman","standard","low","adventurous","discovering new or hidden location(s)","1st person","no","none","wandered, bookshelves, maze",0.27183,0.66849,0.05968,5.741,3.974,5.437,"curiosity:0.1452805424729983, confusion:0.13506362214684486, annoyance:0.07271601508061092",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-04,"CA","ON","Mississauga","Man","standard","low","calmness","being in nature","1st person","no","none","walking, dog, high, park, nice",0.02256,0.45272,0.52472,6.411,3.746,5.663,"confusion:0.12256130079428355, desire:0.09005949025352795, disappointment:0.07187194315095742",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-04,"CA","ON","Mississauga","Woman","standard","low","worry","floods or tidal waves","1st person","no","none","warning, tsunami, evacuate, eject, abandon",0.28863,0.66654,0.04483,5.369,4.101,5.348,"nervousness:0.07428431821366151, confusion:0.0720627810806036, excitement:0.06676402160276969",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-04,"CA","ON","Mississauga","Woman","negative","moderate","anxiety","location anomalies (things out of place)","1st person","no","none","leave, country, debt",0.79972,0.19154,0.00874,5.45,4.057,5.54,"desire:0.15178140997886658, remorse:0.11412253975868224, sadness:0.10578058660030364",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-04,"CA","ON","Mississauga",NA,"existential","moderate","annoyance","disappointed by friends or family","1st person","no","partial","divorced, remarried",0.62488,0.31915,0.05598,5.263,4.393,5.482,"desire:0.15713061640659967, disappointment:0.11022763109455506, disapproval:0.10892771867414316",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-04,"CA","ON","Mississauga",NA,"standard","moderate","curiosity","swimming","3rd person","no","none","island, best, friend, boyfriend, swimming",0.09884,0.72855,0.17261,6.179,4,5.707,"excitement:0.08677884377539158, curiosity:0.08013640530407429, realization:0.07397802267223597",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-04,"CA","ON","Mississauga",NA,"standard","low","acceptance","helping something / someone","1st person","no","none","friend, school, tired",0.37383,0.52513,0.10103,5.941,4.017,5.653,"confusion:0.10161501696954171, desire:0.09106635892142852, nervousness:0.07274067588150501",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-04,"CA","ON","Mississauga","Woman","negative","high","fear","drowning or being about to drown","1st person","no","partial","cruise, weather, ocean, screaming",0.40006,0.477,0.12294,5.832,3.936,5.58,"excitement:0.0728314445198824, realization:0.07105000286052625, curiosity:0.0650637480430305",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-04,"CA","ON","Mississauga",NA,"standard","low","awkwardness / embarrassment","being or feeling out of place","shifting","no","none","wedding, invited, surgeon/physician, awkward, left",0.20173,0.45646,0.34181,6.06,4.07,5.707,"confusion:0.11133546116096632, excitement:0.08402360320490386, nervousness:0.08401103424174446",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-04,"CA","ON","Mississauga",NA,"standard","low","inadequate / incompetent","being pressured or put on the spot","shifting","no","none","conference, experts, physiology, actress, terrifying",0.11929,0.76514,0.11558,5.843,3.783,5.767,"realization:0.10161510979135832, caring:0.08654814265254471, approval:0.07738138342069255",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-05,"CA","ON","Mississauga",NA,"positive","high","gratitude","achieving a desire/goal","shifting","no","none","given, chance, relive",0.19179,0.35257,0.45564,5.863,4.13,5.857,"remorse:0.14486874919384718, realization:0.0868713678792119, caring:0.07493270211853087",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-05,"CA","ON","Mississauga",NA,"standard","low","anxiety","being at school or studying","1st person","no","none","test, studying, leave, panicked, quickly",0.132,0.75112,0.11688,5.678,3.931,5.304,"nervousness:0.1130831049134334, realization:0.109904609931012, confusion:0.07551835849881172",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-05,"CA","ON","Mississauga","Woman","existential","high","sadness","being cheated or wronged","1st person","no","partial","girlfriend, mall, girls, passenger, kiss",0.30213,0.60694,0.09092,6.031,4.052,5.455,"remorse:0.1110497049987316, curiosity:0.08244237694889307, anger:0.08119940115138888",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-06,"CA","ON","Mississauga",NA,"standard","low","adventurous","visiting another planet, world, moon","shifting","no","none","universe",0.01144,0.64028,0.34829,5.639,4.123,5.448,"realization:0.10557928774505854, desire:0.104587996378541, curiosity:0.08888246957212687",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-06,"CA","ON","Mississauga","Man","standard","low","amusement","laughing","1st person","no","none","pokémon, card",0.27765,0.22095,0.50141,6.485,3.908,5.883,"excitement:0.1543312887661159, desire:0.07492818683385849, disappointment:0.06399579899152741",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-06,"CA","ON","Mississauga",NA,"standard","low","excitement","reconnecting with people","shifting","no","none","conference, university, friend, comedian, energetic",0.08389,0.46643,0.44968,6.342,4.046,5.959,"excitement:0.18370218835771085, curiosity:0.07780659347772598, amusement:0.07378682252019644",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-06,"CA","ON","Mississauga","Woman","standard","low","adventurous","being silly","1st person","no","none","partner",0.01684,0.73095,0.25221,6.835,4.145,6.183,"realization:0.09441175684332848, caring:0.07459274679422379, approval:0.060736384242773056",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-06,"CA","ON","Mississauga","Woman","standard","low","annoyance","being at school or studying","1st person","no","partial","student, interested, embarrassment, approached, religious",0.41595,0.5286,0.05545,5.864,4.07,5.653,"embarrassment:0.13512028846889734, desire:0.11460036877542734, confusion:0.09158791042864324",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-06,"CA","ON","Mississauga","Transgender Man","negative","high","worry","being in a threatening situation","1st person","theme","partial","bloody, fight, samples/creations, complications",0.40222,0.5013,0.09648,5.649,4.147,5.574,"realization:0.2586799440905452, confusion:0.07106553530320525, anger:0.057513429201208055",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-06,"CA","ON","Mississauga",NA,"standard","low","boredom","being at school or studying","1st person","content","none","event, halls, staircase, tour, mall",0.03315,0.87857,0.08828,5.671,3.913,5.665,"realization:0.07844702303409576, curiosity:0.07693683455387751, excitement:0.0655980867644151",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-07,"CA","ON","Mississauga","Woman","standard","low","annoyance","disappointed by friends or family","1st person","no","none","exacto, knives, black, tea, caffeine",0.25441,0.67728,0.06831,5.763,4.117,5.711,"anger:0.09897410124540328, disapproval:0.09089817417164645, excitement:0.07474654850860436",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-07,"CA","ON","Mississauga","Woman","standard","low","annoyance","unsatisfying or negative social situation","1st person","no","none","store, change, curtain, mirror, bullying",0.35524,0.53223,0.11253,5.709,3.99,5.683,"desire:0.06879213191568852, anger:0.06810109466314315, curiosity:0.06678875871002674",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-07,"CA","ON","Mississauga","Woman","negative","moderate","anxiety","financial trouble","1st person","no","none","chasing",0.19228,0.72244,0.08528,5.811,4.214,5.379,"excitement:0.26868872344493866, confusion:0.1029016189277172, curiosity:0.08698437362909317",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-07,"CA","ON","Mississauga",NA,"negative","moderate","annoyance","arriving too late","3rd person","theme","none","late, important, meeting, professor/advisor, anxious",0.81837,0.17003,0.0116,5.041,4.15,5.162,"nervousness:0.3296043537557125, confusion:0.17454541102051735, annoyance:0.05803775042295456",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-07,"CA","ON","Mississauga",NA,"positive","moderate","happiness","traveling or vacation","3rd person","theme","none","airplane, travelled, tropical",0.07076,0.75866,0.17057,6.635,4.472,5.723,"confusion:0.14067736780270934, excitement:0.07748826104216278, curiosity:0.07688839547336102",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-07,"CA","ON","Mississauga",NA,"standard","low","humorous","pets","shifting","no","none","cat, parade",0.07196,0.58552,0.34252,6.488,4.071,5.705,"realization:0.10597465210594235, excitement:0.08530420111492276, desire:0.08288668747991323",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-07,"CA","ON","Mississauga",NA,"negative","moderate","acceptance","being pregnant","3rd person","no","none","family, currently, pregnant, mom, fulfilled",0.01739,0.4457,0.53691,6.599,3.931,5.753,"desire:0.11053169332444668, realization:0.10187065601348876, relief:0.07710518377522628",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-07,"CA","ON","Mississauga",NA,"positive","moderate","excitement","finding something that was lost","3rd person","no","none","dream, found, stuffed, animal, sentimental",0.35026,0.52336,0.12638,6.311,3.941,5.548,"confusion:0.18755272030830383, remorse:0.08464488387107849, caring:0.08072944730520248",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-07,"CA","ON","Mississauga","Woman","existential","low","regret","being irresponsible","1st person","no","partial","late, night, snuck, rush, guilt",0.3847,0.55182,0.06348,5.924,3.951,5.688,"confusion:0.11885235139301845, remorse:0.08223506515579564, anger:0.08052406167345387",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-07,"CA","ON","Mississauga",NA,"positive","moderate","confident","solving a difficult problem","3rd person","no","none","working, therapist, client, able, help",0.361,0.33911,0.29989,5.697,3.727,5.733,"confusion:0.14040817817052206, sadness:0.08698593080043793, remorse:0.06293447936574618",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-07,"CA","ON","Mississauga",NA,"positive","moderate","calmness","romantic encounter","3rd person","theme","none","dream, married, good, relationship, home",0.03392,0.57978,0.3863,6.658,3.782,5.951,"desire:0.09733250985542934, caring:0.09456337988376616, realization:0.08014680196841557",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-07,"CA","ON","Mississauga","Transgender Man","standard","low","adventurous","being in a video game","1st person","no","none","game, puzzles, friend",0.13091,0.78029,0.0888,5.935,3.94,5.695,"confusion:0.09463099390268326, approval:0.0858417809009552, excitement:0.0736244011670351",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-07,"CA","ON","Mississauga",NA,"positive","moderate","confident","being popular or famous","3rd person","no","none","famous, lot, followers, recognized, public",0.02174,0.68943,0.28882,5.923,3.731,5.468,"desire:0.15356838703155518, realization:0.14376383647322655, excitement:0.08676703833043575",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-07,"CA","ON","Mississauga",NA,"negative","moderate","anxiety","arriving too late","1st person","no","none","late, stressed, missed, important",0.84929,0.1395,0.0112,5.451,3.867,5.216,"confusion:0.17169048885504404, nervousness:0.162527771666646, embarrassment:0.07995604972044627",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-08,"CA","ON","Mississauga","Woman","positive","high","adoration","getting a new pet","1st person","no","partial","new, cat",0.00669,0.45069,0.54262,6.284,3.85,5.609,"excitement:0.1270420029759407, desire:0.11235769093036652, caring:0.08464925736188889",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-08,"CA","ON","Mississauga","Woman","existential","high","loss","a living person being dead","1st person","no","partial","sister, trampled, horse, balloons, crying",0.58525,0.3872,0.02755,5.503,4.006,5.211,"sadness:0.14972995105199516, grief:0.1175213037058711, remorse:0.06158484285697341",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-08,"CA","ON","Mississauga","Woman","existential","high","loss","a living person being dead","1st person","no","none","parents, died, bridge, crying, irresponsible",0.53846,0.39608,0.06546,5.696,4.176,5.352,"sadness:0.100333209335804, grief:0.08555295206606388, confusion:0.07091693244874478",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-08,"CA","ON","Mississauga","Transgender Man","negative","moderate","nostalgia","financial trouble","1st person","no","none","cousin, store, sell, jobs",0.1555,0.73264,0.11186,5.829,3.805,5.665,"curiosity:0.10870728455483912, caring:0.09397140704095364, desire:0.08305059932172298",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-09,"CA","ON","Mississauga","Transgender Man","positive","moderate","awe","seeing something extraordinary","1st person","no","none","exploring, alien, environment, parasite",0.15693,0.57759,0.26549,5.751,4.07,5.38,"caring:0.1284690797328949, approval:0.1058510273694992, curiosity:0.0947315014898777",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-09,"CA","ON","Mississauga","Woman","standard","low","annoyance","being silly","shifting","no","none","nap, dust, ceiling, band-saw, dad",0.55162,0.41841,0.02997,5.692,3.998,5.556,"confusion:0.0931085692718625, nervousness:0.08801047364249825, realization:0.06128821801394224",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-09,"CA","ON","Mississauga","Woman","standard","moderate","humorous","being at a movie or theater","shifting","theme","none","movie, crowdwork, game, concert, intestines",0.28596,0.64369,0.07035,5.962,3.928,5.667,"confusion:0.10499624701009856, curiosity:0.06563366473548943, realization:0.06349574422670735",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-09,"CA","ON","Mississauga","Woman","negative","high","fear","encountering devil, demons, bad spirits","1st person","theme","partial","escalator, mom, tunnel, basement, maggots",0.3989,0.56274,0.03837,5.637,4.084,5.543,"realization:0.1002823810347102, nervousness:0.07267809117382223, excitement:0.06688856028697708",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-09,"CA","ON","Mississauga","Woman","negative","moderate","anxiety","apocalypse or post apocalypse","3rd person","content","partial","alien, invasion, elementary, school, sister",0.36916,0.59161,0.03923,5.601,4.113,5.369,"confusion:0.07859795214608312, nervousness:0.06535270437598228, anger:0.05794233386404812",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-09,"CA","ON","Mississauga","Man","standard","low","amusement","being at work or working","1st person","no","none","work, friend, onepiece",0.22487,0.69827,0.07686,5.944,3.591,5.983,"confusion:0.15084465816617013, disappointment:0.0829113564454019, curiosity:0.07218419648706913",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-09,"CA","ON","Mississauga","Woman","negative","low","fear","insects or spiders","1st person","no","none","spiders, ceiling, room, exoskeletons, dropped",0.52974,0.43528,0.03498,5.624,3.869,5.394,"excitement:0.09347027540206908, confusion:0.09137502685189249, nervousness:0.08651200123131275",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-09,"CA","ON","Mississauga","Man","standard","low","adventurous","battlefield or war zone","1st person","no","none","dream, star, outpost, friends, combat",0.15218,0.78074,0.06708,5.877,4.047,5.496,"desire:0.14874399825930595, confusion:0.12166548520326614, excitement:0.09759212844073772",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-09,"CA","ON","Mississauga",NA,"standard","low","confusion","being or feeling out of place","1st person","content","none","banquet, videos, food, confused, changing",0.15026,0.77079,0.07895,5.831,3.639,5.598,"confusion:0.11320831067860126, curiosity:0.09592264331877232, realization:0.06431381419921915",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-09,"CA","ON","Mississauga",NA,"positive","low","happiness","having fun","3rd person","no","none","park, learning, skateboard",0.01437,0.44422,0.54141,6.495,3.797,5.527,"desire:0.23332609112064043, excitement:0.08268265301982562, curiosity:0.06874436512589455",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-09,"CA","ON","Mississauga",NA,"standard","low","adventurous","discovering new or hidden location(s)","1st person","no","none","factory, archaeological, site",0.16623,0.74446,0.08931,6.051,3.654,5.581,"confusion:0.24519654301305613, desire:0.18506188628574213, curiosity:0.08803410828113556",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-09,"CA","ON","Mississauga","Woman","negative","moderate","awkwardness / embarrassment","being at a location from the past","1st person","no","total","rush, uniform, embarrassed",0.56792,0.39305,0.03903,5.586,4.18,5.697,"embarrassment:0.09932208526879548, remorse:0.07191580068320036, excitement:0.0715433198492974",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-10,"CA","ON","Mississauga","Woman","standard","moderate","frustration","aquatic life","1st person","theme","none","guppies, water, tank, filtration, duckweed",0.64009,0.33702,0.02289,5.966,4.077,5.54,"excitement:0.10979320481419565, surprise:0.08050541114062071, nervousness:0.06802029861137271",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-10,"CA","ON","Mississauga",NA,"standard","low","happiness","gaining from unexpected opportunities","1st person","no","none","friend, flowers",0.15729,0.37906,0.46365,6.171,3.822,5.631,"desire:0.1720711998641491, excitement:0.09066179394721983, caring:0.07102066278457642",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-10,"CA","ON","Mississauga",NA,"standard","low","confusion","being at school or studying","shifting","no","none","school, classroom, workbench, hall, receptive",0.13926,0.64231,0.21842,5.852,3.68,5.765,"confusion:0.11866515197537164, curiosity:0.08121059597893195, realization:0.07444512403824112",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-10,"CA","ON","Mississauga",NA,"negative","low","worry","home invasion / robbery","shifting","no","none","car, sunrise, strange, reversed, running",0.13476,0.74709,0.11815,6.014,3.767,5.78,"excitement:0.1142284309237518, confusion:0.08113228326494043, curiosity:0.07810275663029063",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
2025-03-10,"CA","ON","Mississauga","Transgender Man","negative","high","fear","losing friends or family","1st person","theme","none","disease, worried, frantic, infection, relieved",0.33272,0.46878,0.1985,5.576,4.045,5.404,"confusion:0.11271203421056272, desire:0.06714722625911236, curiosity:0.061892472207546234",2025,3,36.7800890833936,229.380004882812,59398.6899845329,"real",2025-03-01
